,разметка,текст,контекст,community_id,community_type
10210,,"[id47450561|Елена], сразу видно, что парень без нее, как без рук","Не будет скуки, если заняты руки.",4,toxic
10211,,"Надеюсь с детьми она справится, как говорится: «глаза боятся а руки делают!»","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10212,,"[id391245121|Екатерина], ну все в ее руках","Надеюсь с детьми она справится, как говорится: «глаза боятся а руки делают!»",4,toxic
10213,,"Если руки растут из жопы, это ноги!","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10214,,"[id56644353|Александр], будут с мужем друг другу помогать, ""рука руку моет"", так сказать","[id47450561|Елена], сразу видно, что парень без нее, как без рук",4,toxic
10215,,"[id46294192|Илья], главное, чтоб никто рукожопом не был","[id56644353|Александр], будут с мужем друг другу помогать, ""рука руку моет"", так сказать",4,toxic
10216,,"[id56644353|Александр], в общем, думаю,что семья в надеждах руках","[id46294192|Илья], главное, чтоб никто рукожопом не был",4,toxic
10217,,"[id46294192|Илья], если не будут сидеть сложа руки, то да","[id56644353|Александр], в общем, думаю,что семья в надеждах руках",4,toxic
10218,,"Пойдут по жизни плечем к плечу, рука об руку","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10219,,🤣🤣🤣,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10220,,"Парень то экономный - ни второго обручального кольца не надо, ни маникюра каждые 2 недели👍🏻","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10221,,Глаза боятся а руки делают,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10222,,А как она ему дрочить будет😅,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10223,,"[id334819030|Сергей], кольцо покупать не надо, но нужно будет брать посудомойку
Желательно другую","Парень то экономный - ни второго обручального кольца не надо, ни маникюра каждые 2 недели👍🏻",4,toxic
10224,,"[id457137967|Арам], все в её руках (ротором)",А как она ему дрочить будет😅,4,toxic
10225,,,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10226,,От души поржал с коментов😄,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10227,,Вы шутите из рук вон плохо...,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10228,,"[id457137967|Арам], ногами 😊",А как она ему дрочить будет😅,4,toxic
10229,,таких девушек с руками отрывают,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10230,,"[id457137967|Арам], ротом",А как она ему дрочить будет😅,4,toxic
10231,,"[id13703851|Олег], из рук вон выхрдящее! Кочмар!",Вы шутите из рук вон плохо...,4,toxic
10232,,"[id56644353|Александр], придурок радуйся что ты с руками,но мозгов для тебя хватило только на одну сторону.","[id136884307|Владимир], да я уверен, там до счастливой жизни рукой подать",4,toxic
10233,,"[id56644353|Александр], это она от него как без рук так то","[id47450561|Елена], сразу видно, что парень без нее, как без рук",4,toxic
10234,,"[id9339593|Максим], то есть как обычно?","[id56644353|Александр], это она от него как без рук так то",4,toxic
10235,,"[id56644353|Александр], ну если он от нее вдруг уйдет, то в семье рук не останется, если детей с руками нарожать не успеют. Логично же?","[id9339593|Максим], то есть как обычно?",4,toxic
10236,,Вот девушка молодчинка! Не то что некоторые: из рук в руки,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10237,,"[id57132051|Гоша], в глазах?? Да тут темнота на всем полушарии уже",В глазах потемнело от вашего юмора🤣,4,toxic
10238,,"[id56644353|Александр], приятно слышать, что он наконец-то попросил её руки и сердца.","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10239,,,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10240,,"[id9339593|Максим], без него😂","[id56644353|Александр], это она от него как без рук так то",4,toxic
10241,,"[id46294192|Илья], ага. А в трудную минуту поддавать руку помощи.","[id56644353|Александр], будут с мужем друг другу помогать, ""рука руку моет"", так сказать",4,toxic
10242,,"[id56644353|Александр], я вас люблю 😂
Надеюсь парень угадал с размером свадебного кольца","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10243,,"Да уж, не с руки ей придётся за ребёнком ухаживать","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10244,,Во вселенной стало чуть темнее от вас ребят,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10245,,"Положа руку на сердце, искренее рада, что девушка теперь в заботливых руках. Надеюсь, обойдётся без рукоприкладства","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10246,,"[id68969395|Наталия], хорошо, когда у девушки такое чувство юмора) Хочу пожать вам руку!","Положа руку на сердце, искренее рада, что девушка теперь в заботливых руках. Надеюсь, обойдётся без рукоприкладства",4,toxic
10247,,"[id68969395|Наталия], руки не дойдут","Положа руку на сердце, искренее рада, что девушка теперь в заботливых руках. Надеюсь, обойдётся без рукоприкладства",4,toxic
10248,,"[id56644353|Александр], надеюсь у них в семье не будет рукоприкладства","[id68969395|Наталия], хорошо, когда у девушки такое чувство юмора) Хочу пожать вам руку!",4,toxic
10249,,Никакой ручной стирки,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10250,,"Блять, почему я так ору, я же нормальный человек","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10251,,"[id56644353|Александр], жму руку. Посмеялся и похлопал двумя руками","[id46294192|Илья], если не будут сидеть сложа руки, то да",4,toxic
10252,,"[id50892394|Илья], дай пять🖐","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10253,,"[id56644353|Александр], руки заняты","[id50892394|Илья], дай пять🖐",4,toxic
10254,,Она теперь без мужа как без рук 🤔,"Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10255,,"#рукалицо , ну и шуточки🤦🏻‍♂️","Молодец, что взяла себя в руки и поняла, что кто-то будет ее на руках носить",4,toxic
10256,,"[id273591767|Николай], а ну-ка пошути по нормальному 😏","#рукалицо , ну и шуточки🤦🏻‍♂️",4,toxic
10257,,"И готовить мужу не нужно, + экономия на ноготочках",post,4,toxic
10258,,"[id159845994|Саша], у нее есть пальцы, посмотрите на фото внимательно","И готовить мужу не нужно, + экономия на ноготочках",4,toxic
10259,,"Всё таки там что то есть, по крайней мере несколько пальцев видно, уже хоть какая то ей помощь. Слава Богу парень нашёлся, честь и хвала ему.",post,4,toxic
10260,,Я уже слышал о такой паре и у них уже родился ребёнок только так без рук и ноги была вроде как если не ошибаюсь 😬,post,4,toxic
10261,,Зато не изменит,post,4,toxic
10262,,,post,4,toxic
10263,,"Эххх, повезло мужику, мне бы такую",post,4,toxic
10264,,Сукрэ,post,4,toxic
10265,,,post,4,toxic
10266,,,post,4,toxic
10267,,А что у матери с рукой?,post,4,toxic
10268,,всe этo oчeнь интeрeснo,post,4,toxic
10269,,"Как она его увидела то вообще, это просто реакция на что-то другое, у них с утробы зрение ниочем.",post,4,toxic
10270,,я найду тя жирный! на пожизненное залетишь тварь! будешь потеть до конца жизни,post,4,toxic
10271,,И другие важные новости,post,4,toxic
10272,,Он с табуреткой ходит?,post,4,toxic
10273,,"[id228192686|Fredericus], чистильщик обуви скорее всего",Он с табуреткой ходит?,4,toxic
10274,,Жинке моей подарите попу подкачать,post,4,toxic
10275,,"[id272924082|Юрий], она увидит что ты тут написал и как получишь пизды",Жинке моей подарите попу подкачать,4,toxic
10276,,"[id136368153|Владимир], пап дай на мотоке поуходить в точку рига заебала","[id272924082|Юрий], она увидит что ты тут написал и как получишь пизды",4,toxic
10277,,"[id272924082|Юрий], Ригу подкачай чтоб ехала норм","[id136368153|Владимир], пап дай на мотоке поуходить в точку рига заебала",4,toxic
10278,,"[id136368153|Владимир], пап дай денег хотяб на zzr 400","[id272924082|Юрий], Ригу подкачай чтоб ехала норм",4,toxic
10279,,"[id272924082|Юрий], сам заработай.","[id136368153|Владимир], пап дай денег хотяб на zzr 400",4,toxic
10280,,😂😂😂😂😂,Жинке моей подарите попу подкачать,4,toxic
10281,,"[id136368153|Владимир], солёный огурец","[id272924082|Юрий], сам заработай.",4,toxic
10282,,Сопляк,Жинке моей подарите попу подкачать,4,toxic
10283,,Извини,Жинке моей подарите попу подкачать,4,toxic
10284,,А он всего лишь смотрел на накаченных девок(парней),post,4,toxic
10285,,Надо так попробовать у ларька с шавухой вдруг прокатит😁,post,4,toxic
10286,,"А ты хоть десять лет стой перед их залом, тебе уже абонемент не дадут, реклама то уже сделана-)",post,4,toxic
10287,,интeреснeнько,post,4,toxic
10288,,Таки ПРОДАЛИ 😏,post,4,toxic
10289,,Не пугайте меня(,post,4,toxic
10290,,"Зачем эта грязь возле портретов?трусы бы с носками развесили,носовые платки туберкулезников,шпритцов вирусных бы накидал....",post,4,toxic
10291,,"Фото, конечно, видны не все, но большинство возрастом за 50, может дело ещё и в сопутствующих заболеваниях и осложнениях в следствии вируса, а не «жертвы короны»?",post,4,toxic
10292,,"[id25806096|Екатерина], и что бл?! Люди могли прожить ещё 10-15 лет, у людей были планы на пенсию... Но, они были вынуждены выполнять свои медицинские обязанности потому что, как у нас в стране работает? Больничный тебе выдают, так как ты в зоне риска но работать обязан или просто ставят ультиматум без всякого больничного...
 А уволенному врачу потом очень сложно найти работу(","Фото, конечно, видны не все, но большинство возрастом за 50, может дело ещё и в сопутствующих заболеваниях и осложнениях в следствии вируса, а не «жертвы короны»?",4,toxic
10293,,О халявные маски,post,4,toxic
10294,,Двоих в лагерь,post,4,toxic
10295,,Клюкоза по наклонной пошла,post,4,toxic
10296,,"это бы не россия была, если было бы иначе. гордость за страну",post,4,toxic
10297,,На виселицу обоих выродков,post,4,toxic
10298,,"Вот буквально на прошлой неделе, у нас в челике, мрази",post,4,toxic
10299,,Ума Турман.,post,4,toxic
10300,,Нелюди бл*.. ноги отрубить обоим- пусть всю жизнь оставшуюся мучаются,post,4,toxic
10301,,,post,4,toxic
10302,,Чувак напомнил,post,4,toxic
10303,,"Правильно, а то слабак рос. Чуть что, сразу сопли.",post,4,toxic
10304,,ищу парня,post,4,toxic
10305,,😃,post,4,toxic
10306,,все этo oчень интересно,post,4,toxic
10307,,🤣🤣🤣,post,4,toxic
10308,,и чтo жe пoлучaeтся?,post,4,toxic
10309,,интeреснo,post,4,toxic
10310,,"тот момент, когда всё совпало идеально",post,4,toxic
10311,,"У альбиносов же красные глаза, не?",post,4,toxic
10312,,"[id183817202|Igor], У нее Гетерохромия. Какой альбинос в чечне...","У альбиносов же красные глаза, не?",4,toxic
10313,,"[id162341784|Давид], они даже в Африке бывают.","[id183817202|Igor], У нее Гетерохромия. Какой альбинос в чечне...",4,toxic
10314,,"и в Чечне и в Нигерии и везде. А гетерохромия, да","[id183817202|Igor], У нее Гетерохромия. Какой альбинос в чечне...",4,toxic
10315,,"[id162341784|Давид], обычный,там дохуя их","[id183817202|Igor], У нее Гетерохромия. Какой альбинос в чечне...",4,toxic
10316,,Ренинган и шаринган,post,4,toxic
10317,,Почему мне должно быть не насрать?,post,4,toxic
10318,,"Ля , мило .-.",post,4,toxic
10319,,Чудо...👍👍👍,post,4,toxic
10320,,,post,4,toxic
10321,,пусть не ведётся на травлю! она очень симпатичная и главное - неповторимая!,post,4,toxic
10322,,Да я бы за такой блонд душу продала 😳,post,4,toxic
10323,,Красотка,post,4,toxic
10324,,"У девочки нет мозгов, у бабушки тем более",post,4,toxic
10325,,Ваша группа превратилась в хуйню!,post,4,toxic
10326,,🙏,post,4,toxic
10327,,,post,4,toxic
10328,,Там 5 человек погибли,post,4,toxic
10329,,"[id134033486|Дарья], да хоть 10,все равно это не меняет того, что дол#@*ы.",Там 5 человек погибли,4,toxic
10330,,кот ты по моему долба*б,"[id134033486|Дарья], да хоть 10,все равно это не меняет того, что дол#@*ы.",4,toxic
10331,,"[id153906638|Дмитрий],",кот ты по моему долба*б,4,toxic
10332,,Дымоход прочистили походу,post,4,toxic
10333,,можно было бы поставить стопятьсот лайков они были бы твои.,Дымоход прочистили походу,4,toxic
10334,,"[id452034906|Нелли], он тебе чтоль дымоход прочистил?))",можно было бы поставить стопятьсот лайков они были бы твои.,4,toxic
10335,,"Ясен факт, они же педофилы",post,4,toxic
10336,,"РПЦ в тренде, сколько занесли папе?))",post,4,toxic
10337,,Наверно он сам в душе такой,post,4,toxic
10338,,"[id160622183|Альгиз], так скольки раз там пидарасы священники палились на жопаебле))))там сплошные пидарасы,ебут друг дружку и деньги в кружку",Наверно он сам в душе такой,4,toxic
10339,,"[id43340308|Иван], 😆😆😆😆","[id160622183|Альгиз], так скольки раз там пидарасы священники палились на жопаебле))))там сплошные пидарасы,ебут друг дружку и деньги в кружку",4,toxic
10340,,Наш мужик 💪,post,4,toxic
10341,,Содом и Гоморра ...начало,post,4,toxic
10342,,"[id199670896|Сергей], ну история , говорят ,циклична",Содом и Гоморра ...начало,4,toxic
10343,,ищу парня,post,4,toxic
10344,,"[id558783968|Дарья], сколько заплатишь?",ищу парня,4,toxic
10345,,Ну так то ещё лет 400 назад инквизиция их сжигала,post,4,toxic
10346,,Ебааать что с миром происходит! Пидоросня везде! Вот она смерть...с зади подкралась!,post,4,toxic
10347,,Тоже Пидар походу.,post,4,toxic
10348,,ищу парня,post,4,toxic
10349,,"Татьяныч, у нас кран встал, тащи сварочный и ключи",post,4,toxic
10350,,"[id140779938|Илья], а о таком не подумал)
Но врядли у фемки вырастит нормальный Татьяныч","Татьяныч, у нас кран встал, тащи сварочный и ключи",4,toxic
10351,,"[id805665|El-Dudeo-Бурый-Мишка], Представь ФИО человека - Феминист Иванов Татьяныч","[id140779938|Илья], а о таком не подумал)
Но врядли у фемки вырастит нормальный Татьяныч",4,toxic
10352,,"Дичь конешн

Бедные дети, в школе будут звать жертвами экспериментов",post,4,toxic
10353,,"есть имена - Оксана, Ксенья и даже Ксения. Марья и Мария как подбирать матчество?",post,4,toxic
10354,,"[id162195036|Юрий], Марья- Марьевна , Мария - Мариевна , по моему изи","есть имена - Оксана, Ксенья и даже Ксения. Марья и Мария как подбирать матчество?",4,toxic
10355,,"Оксана, Ксенья и даже Ксения?","есть имена - Оксана, Ксенья и даже Ксения. Марья и Мария как подбирать матчество?",4,toxic
10356,,"Оксановна, Ксеньевна, Ксениевна. Звучит лучше, чем Акакьевна(Акакий),Ильина, Рюриковна и т д","Оксана, Ксенья и даже Ксения?",4,toxic
10357,,Эмансипухи,post,4,toxic
10358,,"Пусть делают че хотят, вам то че? Как будто над вашими детьми угарать будут🌚",post,4,toxic
10359,,"[id8459732|Маша], да знаешь как раз таки очень скоро над нами- нормальными, адекватными людьми  угорать будут всякие  , потому что мы скоро в меньшинстве останемся ... А то и на кострах снова жечь начнут , как в средние века , когда учёных жгли когда они говорили что земля круглая 😂","Пусть делают че хотят, вам то че? Как будто над вашими детьми угарать будут🌚",4,toxic
10360,,"[id192907828|Мирослав], ну ладно вам)))","[id8459732|Маша], да знаешь как раз таки очень скоро над нами- нормальными, адекватными людьми  угорать будут всякие  , потому что мы скоро в меньшинстве останемся ... А то и на кострах снова жечь начнут , как в средние века , когда учёных жгли когда они говорили что земля круглая 😂",4,toxic
10361,,"[id8459732|Маша], а так и будет , оно всё идёт к тому .. народ снова в экстрасенсов начал верить , обучение становится все более недоясяемым , народ со всех сторон обыдляют и загоняют в стойло , медленно но верно ... Еще не много и реально до костров дело дойдет .. вон уже  люди на серьезных щах в интернетах  говорят что земля плоская , и верят в это","[id192907828|Мирослав], ну ладно вам)))",4,toxic
10362,,"[id192907828|Мирослав], слушайте, ну Чудиков и сумасшедших всегда было море. Просто раньше интернета не было у такого большого количества людей и концентрация была не так заметна. Психи кругом, надо к такому ток с юмором, а то тоже можно поехать кукухой","[id8459732|Маша], а так и будет , оно всё идёт к тому .. народ снова в экстрасенсов начал верить , обучение становится все более недоясяемым , народ со всех сторон обыдляют и загоняют в стойло , медленно но верно ... Еще не много и реально до костров дело дойдет .. вон уже  люди на серьезных щах в интернетах  говорят что земля плоская , и верят в это",4,toxic
10363,,"[id8459732|Маша], плохо не то что психи кругом , а то что эти психи уже считаются нормой","[id192907828|Мирослав], слушайте, ну Чудиков и сумасшедших всегда было море. Просто раньше интернета не было у такого большого количества людей и концентрация была не так заметна. Психи кругом, надо к такому ток с юмором, а то тоже можно поехать кукухой",4,toxic
10364,,"[id192907828|Мирослав], для таких же психов? Дядь, не ссы:)","[id8459732|Маша], плохо не то что психи кругом , а то что эти психи уже считаются нормой",4,toxic
10365,,"[id8459732|Маша], так оно взаимосвязанно всё .. ладно бы эти психи просто были , так они же становятся блогерами , идут на телевидение , лезут во власть .. а потом то папа римский гейским флагом машет , то матчества , то войной друг на друга идут потому что считают что их религия лучше","[id192907828|Мирослав], для таких же психов? Дядь, не ссы:)",4,toxic
10366,,Матчество?,post,4,toxic
10367,,"[id67659595|Иван], по бумагам все равно Отчество, т.е. Отец с именем Анна у них будет записано",Матчество?,4,toxic
10368,,"[id67659595|Иван], лютая дичь",Матчество?,4,toxic
10369,,"[id67659595|Иван], матроним!",Матчество?,4,toxic
10370,,МАЧЕСТВО ЁптЭ😂,post,4,toxic
10371,,"Матроним, если че",post,4,toxic
10372,,"Ну если отец оказался гнидой позорной, предал и кинул своего ребенка, он не достоин того, чтобы его фамилию и отчество носили и внуки с правнуками... Все, что ожидает горе-папашу - презрение и забвение.",post,4,toxic
10373,,"[id33820910|Дмитрий], я подобрала сыну красивое отчество, чтоб звучало и свою фамилию.... Никто не обязывает давать отчество по биологическому отцу, если не расписаны.... Но матчество это простите звиздец! Это чтоб все окружение ребенка было в курсе, что его мать презирает весь мужской пол, дичь какая то...","Ну если отец оказался гнидой позорной, предал и кинул своего ребенка, он не достоин того, чтобы его фамилию и отчество носили и внуки с правнуками... Все, что ожидает горе-папашу - презрение и забвение.",4,toxic
10374,,"[id33820910|Дмитрий], сказал Димка из 5Б, у которого куча опыта в отношениях, и он знает почему разводятся","Ну если отец оказался гнидой позорной, предал и кинул своего ребенка, он не достоин того, чтобы его фамилию и отчество носили и внуки с правнуками... Все, что ожидает горе-папашу - презрение и забвение.",4,toxic
10375,,"[id30427756|Екатерина], что что блять? Подобрала отчество сыну, то есть ты не знала кто отец?","[id33820910|Дмитрий], я подобрала сыну красивое отчество, чтоб звучало и свою фамилию.... Никто не обязывает давать отчество по биологическому отцу, если не расписаны.... Но матчество это простите звиздец! Это чтоб все окружение ребенка было в курсе, что его мать презирает весь мужской пол, дичь какая то...",4,toxic
10376,,"[id15195539|Кирилл], ну во первых тыкни собаку в сраку, мы на ты не переходили, а во вторых я ответила Дмитрию, по ситуации которую он описал","[id30427756|Екатерина], что что блять? Подобрала отчество сыну, то есть ты не знала кто отец?",4,toxic
10377,,"[id30427756|Екатерина], этот Дмитрий, школьник, у которого отношения серъëзные быть не могут по определению, лол. 

Кажется я понимаю, почему ты брошенка, потому-что веришь любой ссанина, что льют тебе в уши","[id15195539|Кирилл], ну во первых тыкни собаку в сраку, мы на ты не переходили, а во вторых я ответила Дмитрию, по ситуации которую он описал",4,toxic
10378,,"[id30427756|Екатерина], фу, еще и котик лысый фууууу
Вот так котик должен выглядеть😁","[id15195539|Кирилл], ну во первых тыкни собаку в сраку, мы на ты не переходили, а во вторых я ответила Дмитрию, по ситуации которую он описал",4,toxic
10379,,"[id15195539|Кирилл], с какого ты меня в брошенки записал? Я замужем, двое детей, все счастливы)
А ты с таким подходом к жизни сексом видимо только с плакатами в туалете занимаешься))","[id30427756|Екатерина], этот Дмитрий, школьник, у которого отношения серъëзные быть не могут по определению, лол. 

Кажется я понимаю, почему ты брошенка, потому-что веришь любой ссанина, что льют тебе в уши",4,toxic
10380,,"[id30427756|Екатерина], рад ща тебя, если это правда)))","Ну если отец оказался гнидой позорной, предал и кинул своего ребенка, он не достоин того, чтобы его фамилию и отчество носили и внуки с правнуками... Все, что ожидает горе-папашу - презрение и забвение.",4,toxic
10381,,"[id30427756|Екатерина], и сразу начинается учения жизни. Ты же ведь на ТЫ не переходила в отличии от меня?)) 
Откуда ты знаешь какой у меня подход к жизни? И как я вообще решаю задачи
У тебя муж, двое детей, и ты до сих пор такая деревянная, это клиника
Да, я дрочу на плакаты, постеры, и стикеры😃😃😃","[id15195539|Кирилл], с какого ты меня в брошенки записал? Я замужем, двое детей, все счастливы)
А ты с таким подходом к жизни сексом видимо только с плакатами в туалете занимаешься))",4,toxic
10382,,"Типичный козырь ожп в спорах: «ооо ты обиженный, тебе не дают, ыыы, дрочЕшь поди, ыыы, с женщинами не сношаешься».😊","Ну если отец оказался гнидой позорной, предал и кинул своего ребенка, он не достоин того, чтобы его фамилию и отчество носили и внуки с правнуками... Все, что ожидает горе-папашу - презрение и забвение.",4,toxic
10383,,"[id30427756|Екатерина], бля откуда вы беретесь, насквозь тупые мамашки","[id15195539|Кирилл], с какого ты меня в брошенки записал? Я замужем, двое детей, все счастливы)
А ты с таким подходом к жизни сексом видимо только с плакатами в туалете занимаешься))",4,toxic
10384,,"[id591625454|Алёша], а это стандартная тема братан, видишь, она вышла замуж нарожала кого-то там. И автоматом она лучше других))) #ЯЖЕРОДИЛА","Типичный козырь ожп в спорах: «ооо ты обиженный, тебе не дают, ыыы, дрочЕшь поди, ыыы, с женщинами не сношаешься».😊",4,toxic
10385,,"[id15195539|Кирилл], ну ты же сразу меня в брошенки определил, провидец))) а сам обиделся, сопли надул))","[id30427756|Екатерина], и сразу начинается учения жизни. Ты же ведь на ТЫ не переходила в отличии от меня?)) 
Откуда ты знаешь какой у меня подход к жизни? И как я вообще решаю задачи
У тебя муж, двое детей, и ты до сих пор такая деревянная, это клиника
Да, я дрочу на плакаты, постеры, и стикеры😃😃😃",4,toxic
10386,,"[id15195539|Кирилл], да то, что родила, это одно. Но то, что женскую промежность возводить на такой пьедестал, что пытаться принизить человека отсутствием доступа к ней, это пиздец, люди добрые.","[id591625454|Алёша], а это стандартная тема братан, видишь, она вышла замуж нарожала кого-то там. И автоматом она лучше других))) #ЯЖЕРОДИЛА",4,toxic
10387,,"[id30427756|Екатерина], в брошенки, потому что не представляю как тебя терпит твой суженый( если это правда)","[id15195539|Кирилл], ну ты же сразу меня в брошенки определил, провидец))) а сам обиделся, сопли надул))",4,toxic
10388,,"[id15195539|Кирилл], и не пытайся фантазировать, тебе это зачем)","[id30427756|Екатерина], в брошенки, потому что не представляю как тебя терпит твой суженый( если это правда)",4,toxic
10389,,"[id30427756|Екатерина], человек без мечты, не человек","[id15195539|Кирилл], и не пытайся фантазировать, тебе это зачем)",4,toxic
10390,,"[id30427756|Екатерина], а какая разница отчество , матчество ? По моему и то и другое дичь , но к одной дичи вы просто привыкли уже 😂 до 11 века не было ни отчеств ни мачеств, и как то жили не тужили .. в наше время это всё это все настолько условно ,что хоть как называйся ни кто тебе слова не скажет 😂","[id33820910|Дмитрий], я подобрала сыну красивое отчество, чтоб звучало и свою фамилию.... Никто не обязывает давать отчество по биологическому отцу, если не расписаны.... Но матчество это простите звиздец! Это чтоб все окружение ребенка было в курсе, что его мать презирает весь мужской пол, дичь какая то...",4,toxic
10391,,"[id591625454|Алёша], друг, пизда это просто пизда))) Нужно это понять. Девченки тоже люди, и не сильно отличаются от нас) разве что пмздят больше😄","[id15195539|Кирилл], да то, что родила, это одно. Но то, что женскую промежность возводить на такой пьедестал, что пытаться принизить человека отсутствием доступа к ней, это пиздец, люди добрые.",4,toxic
10392,,"[id192907828|Мирослав], ну, разница все таки есть, дразнить ребенка в школе будут, а потом и на работе хихикать","[id30427756|Екатерина], а какая разница отчество , матчество ? По моему и то и другое дичь , но к одной дичи вы просто привыкли уже 😂 до 11 века не было ни отчеств ни мачеств, и как то жили не тужили .. в наше время это всё это все настолько условно ,что хоть как называйся ни кто тебе слова не скажет 😂",4,toxic
10393,,"[id30427756|Екатерина], если он один будет то да будут дразнить , а если твой ребенок будет один с отчеством , то дразнить уже будут твоего","[id192907828|Мирослав], ну, разница все таки есть, дразнить ребенка в школе будут, а потом и на работе хихикать",4,toxic
10394,,"[id192907828|Мирослав], на данный момент все с отчествами. Сложно представляю себе начальника Константином Ириновичем)))","[id30427756|Екатерина], если он один будет то да будут дразнить , а если твой ребенок будет один с отчеством , то дразнить уже будут твоего",4,toxic
10395,,"[id30427756|Екатерина], лет через 30 это уже  будет норма , раз щас это  модно","[id192907828|Мирослав], на данный момент все с отчествами. Сложно представляю себе начальника Константином Ириновичем)))",4,toxic
10396,,"Какая разница отчество , матчество , ты главное ребенка человеком вырасти","Ну если отец оказался гнидой позорной, предал и кинул своего ребенка, он не достоин того, чтобы его фамилию и отчество носили и внуки с правнуками... Все, что ожидает горе-папашу - презрение и забвение.",4,toxic
10397,,"[id192907828|Мирослав], не удивлюсь, с модой то на феминизм)","[id30427756|Екатерина], лет через 30 это уже  будет норма , раз щас это  модно",4,toxic
10398,,"[id30427756|Екатерина], о чем и речь","[id192907828|Мирослав], не удивлюсь, с модой то на феминизм)",4,toxic
10399,,"Твоё мнение возле параши, неуч - от горшка два вершка. Развестись можно по любому поводу, а вот бросить своего ребенка на произвол судьбы и резко про него забыть - это уже подлость и если ты это не можешь осознать своим ущербным умишком, то ты такая же падла и грош тебе цена. Иди, поучись тому, как себя порядочные люди ведут по жизни, недоросль. Базар с тобой окончен.","[id33820910|Дмитрий], сказал Димка из 5Б, у которого куча опыта в отношениях, и он знает почему разводятся",4,toxic
10400,,"[id15195539|Кирилл], ты себя видел, обрыга, чтоб такое говорить? Твое то какое дело? Если ты человек без целей и без принципов, то это не значит, что другие должны быть такими же. Хотят они назвать, пускай делают, что хотят. Ты то куда лезешь, недалекий?","[id591625454|Алёша], друг, пизда это просто пизда))) Нужно это понять. Девченки тоже люди, и не сильно отличаются от нас) разве что пмздят больше😄",4,toxic
10401,,"[id33820910|Дмитрий], хуита залетела, сама начала разговор, сама типо закончила😆😆😆😆","Твоё мнение возле параши, неуч - от горшка два вершка. Развестись можно по любому поводу, а вот бросить своего ребенка на произвол судьбы и резко про него забыть - это уже подлость и если ты это не можешь осознать своим ущербным умишком, то ты такая же падла и грош тебе цена. Иди, поучись тому, как себя порядочные люди ведут по жизни, недоросль. Базар с тобой окончен.",4,toxic
